"id","status","status_detail","build_country","build_year","flag_name","dead_weight","vessel_type"
72202,Active,In Service/Commission,Japan,2005,Marshall Islands,115583,Crude/Oil Products Tanker
101391,Active,In Service/Commission,China,2019,Bangladesh,39900,Products Tanker 
74852,Active,In Service/Commission,South Korea,2005,Gabon,12887,Crude/Oil Products Tanker
73578,Active,In Service/Commission,South Korea,2005,Marshall Islands,104685,Crude/Oil Products Tanker
71808,Active,In Service/Commission,Japan,2003,Marshall Islands,47149,Products Tanker 
58995,Inactive,Broken Up,Brazil,1981,Brazil,17812,Crude/Oil Products Tanker
73136,Active,In Service/Commission,Russia,2004,Azerbaijan,13470,Crude/Oil Products Tanker
85784,Active,In Service/Commission,South Korea,2009,Marshall Islands,17497,Crude/Oil Products Tanker
75094,Active,In Service/Commission,South Korea,2006,Liberia,12910,Crude/Oil Products Tanker
118400,Active,In Service/Commission,China,2023,Portugal,23000,Chemical/Oil Products Tanker
105411,Active,In Service/Commission,China,2019,Norway,10556,Chemical/Oil Products Tanker
119125,Active,In Service/Commission,Vietnam,2023,Singapore,49999,Products Tanker 
75096,Active,In Service/Commission,South Korea,2005,Marshall Islands,47496,Products Tanker 
71340,Active,In Service/Commission,Japan,2003,Viet Nam,107092,Crude/Oil Products Tanker
80509,Active,In Service/Commission,Japan,2008,Marshall Islands,74994,Crude/Oil Products Tanker
73020,Active,In Service/Commission,South Korea,2005,Panama,113782,Crude/Oil Products Tanker
71216,Active,In Service/Commission,South Korea,2003,Marshall Islands,39975,Crude/Oil Products Tanker
78546,Active,In Service/Commission,Turkey,2007,France,11674,Crude/Oil Products Tanker
69096,Active,In Service/Commission,Germany,2000,Comoros,32230,Crude Oil Tanker
115536,Active,In Service/Commission,China,2003,Panama,9999,Products Tanker 
71796,Active,In Service/Commission,Japan,2002,Panama,107123,Crude/Oil Products Tanker
75126,Active,In Service/Commission,Croatia,2007,Panama,64999,Crude/Oil Products Tanker
63081,Active,In Service/Commission,,1989,Panama,55256,Crude/Oil Products Tanker
73308,Active,In Service/Commission,South Korea,2004,Panama,159106,Crude/Oil Products Tanker
82936,Active,In Service/Commission,South Korea,2009,Panama,12922,Crude/Oil Products Tanker
78378,Active,In Service/Commission,China,2009,Portugal,16611,Crude/Oil Products Tanker
81171,Active,In Service/Commission,South Korea,2008,Singapore,17548,Crude/Oil Products Tanker
75600,Active,In Service/Commission,China,2007,Denmark,109672,Crude/Oil Products Tanker
114491,Active,In Service/Commission,Turkey,2008,Malta,6014,Chemical/Oil Products Tanker
98839,Active,In Service/Commission,Japan,2016,Bahamas,106329,Crude/Oil Products Tanker
101627,Active,In Service/Commission,South Korea,2018,Liberia,49999,Crude/Oil Products Tanker
75172,Active,In Service/Commission,China,2007,Denmark,14688,Crude/Oil Products Tanker
81429,Active,In Service/Commission,South Korea,2010,Liberia,12594,Crude/Oil Products Tanker
101576,Active,In Service/Commission,South Korea,2019,Malta,49996,Chemical/Oil Products Tanker
72948,Active,In Service/Commission,South Korea,2004,Bahamas,115048,Crude/Oil Products Tanker
101962,Active,In Service/Commission,Japan,2019,Singapore,38900,Chemical/Oil Products Tanker
118608,Active,In Service/Commission,South Korea,2023,Belgium,299994,Crude Oil Tanker
118525,Active,In Service/Commission,South Korea,2023,Singapore,49808,Products Tanker 
74860,Active,In Service/Commission,China,2005,Marshall Islands,105047,Crude/Oil Products Tanker
75298,Active,In Service/Commission,South Korea,2007,Hong Kong,317826,Crude Oil Tanker
75580,Active,In Service/Commission,China,2007,Norway,16596,Crude/Oil Products Tanker
99203,Active,In Service/Commission,China,2017,Denmark,14827,Crude/Oil Products Tanker
95326,Active,In Service/Commission,South Korea,2015,Denmark,49573,Crude/Oil Products Tanker
81161,Active,In Service/Commission,China,2009,Liberia,38335,Chemical/Oil Products Tanker
82031,Active,In Service/Commission,China,2010,Marshall Islands,112863,Crude/Oil Products Tanker
72806,Active,In Service/Commission,South Korea,2004,United States of America,38177,Chemical/Oil Products Tanker
75464,Active,In Service/Commission,Japan,2005,"Korea, Republic of",12099,Crude/Oil Products Tanker
114523,Active,In Service/Commission,Japan,2004,Singapore,9888,Chemical/Oil Products Tanker
81667,Active,In Service/Commission,South Korea,2009,Marshall Islands,50096,Crude/Oil Products Tanker
94705,Active,In Service/Commission,Turkey,2015,Turkey,19928,Asphalt/Bitumen Tanker
72940,Active,In Service/Commission,South Korea,2004,Marshall Islands,72663,Crude/Oil Products Tanker
73584,Active,In Service/Commission,South Korea,2004,Panama,318658,Crude Oil Tanker
83310,Active,In Service/Commission,Turkey,2010,Malta,21224,Chemical/Oil Products Tanker
73866,Active,In Service/Commission,South Korea,2005,Peru,40158,Chemical/Oil Products Tanker
72256,Active,In Service/Commission,Japan,2003,Liberia,12451,Crude/Oil Products Tanker
102743,Active,In Service/Commission,South Korea,2018,Liberia,49999,Crude/Oil Products Tanker
114397,Active,In Service/Commission,China,2018,Saint Vincent and the Grenadines,6973,Products Tanker 
80679,Active,In Service/Commission,China,2010,Gabon,156694,Crude/Oil Products Tanker
80675,Active,In Service/Commission,China,2010,Gabon,156697,Crude/Oil Products Tanker
115817,Active,In Service/Commission,Japan,2008,Japan,5500,Products Tanker 
115685,Active,In Service/Commission,Russia,2004,Russian Federation,5600,Products Tanker 
95568,Active,In Service/Commission,South Korea,2014,Marshall Islands,38734,Chemical/Oil Products Tanker
75670,Active,In Service/Commission,Japan,2006,Japan,305801,Crude Oil Tanker
95618,Active,In Service/Commission,South Korea,2014,Panama,49999,Crude/Oil Products Tanker
74496,Active,In Service/Commission,Japan,2004,Cayman Islands,150249,Crude/Oil Products Tanker
116816,Active,In Service/Commission,Japan,2007,Singapore,6057,Asphalt/Bitumen Tanker
113986,Active,In Service/Commission,China,2020,Cyprus,7399,Chemical/Oil Products Tanker
90059,Active,In Service/Commission,South Korea,2011,Liberia,115649,Crude/Oil Products Tanker
95628,Active,In Service/Commission,South Korea,2014,Marshall Islands,49990,Crude/Oil Products Tanker
116977,Active,In Service/Commission,,2009,Norway NIS,3870,Asphalt/Bitumen Tanker
103804,Active,In Service/Commission,China,2020,Denmark,74924,Products Tanker 
104987,Active,In Service/Commission,China,2020,Marshall Islands,49282,Products Tanker 
75822,Active,In Service/Commission,Japan,2007,Marshall Islands,20811,Chemical/Oil Products Tanker
73524,Active,In Service/Commission,Japan,2005,Cuba,61328,Crude/Oil Products Tanker
75872,Active,In Service/Commission,Japan,2006,Liberia,19807,Crude/Oil Products Tanker
73548,Active,In Service/Commission,South Korea,2005,Panama,46992,Chemical/Oil Products Tanker
73546,Active,In Service/Commission,South Korea,2005,Gabon,46992,Chemical/Oil Products Tanker
100333,Active,In Service/Commission,South Korea,2016,Greece,319398,Crude Oil Tanker
84154,Active,In Service/Commission,China,2011,Portugal,16929,Crude/Oil Products Tanker
118730,Active,In Service/Commission,South Korea,2023,Liberia,320000,Crude Oil Tanker
75874,Active,In Service/Commission,Japan,2006,Singapore,19805,Crude/Oil Products Tanker
114903,Active,In Service/Commission,Japan,2005,Japan,5478,Products Tanker 
75128,Active,In Service/Commission,Croatia,2007,Nigeria,65086,Crude/Oil Products Tanker
78847,Active,In Service/Commission,South Korea,2008,"Korea, Republic of",13076,Crude/Oil Products Tanker
68415,Active,In Service/Commission,South Korea,2000,Cameroon,153071,Crude/Oil Products Tanker
69942,Active,In Service/Commission,South Korea,2002,Cook Islands,160200,Crude/Oil Products Tanker
75270,Active,In Service/Commission,South Korea,2006,Marshall Islands,37289,Crude/Oil Products Tanker
100447,Active,In Service/Commission,Japan,2016,Panama,21193,Chemical/Oil Products Tanker
71152,Active,In Service/Commission,South Korea,2003,Panama,111920,Crude/Oil Products Tanker
100531,Active,In Service/Commission,Japan,2017,Cayman Islands,19999,Crude/Oil Products Tanker
72100,Active,In Service/Commission,Japan,2004,Marshall Islands,40002,Chemical/Oil Products Tanker
114546,Active,In Service/Commission,Japan,1980,Nigeria,9148,Chemical/Oil Products Tanker
74234,Active,In Service/Commission,China,2005,Indonesia,109229,Crude/Oil Products Tanker
75630,Active,In Service/Commission,South Korea,2007,Liberia,166468,Crude/Oil Products Tanker
74270,Active,In Service/Commission,South Korea,2005,Indonesia,111776,Crude/Oil Products Tanker
76154,Active,In Service/Commission,Turkey,2008,Mexico,10306,Crude/Oil Products Tanker
114438,Active,In Service/Commission,Singapore,1999,Comoros,7449,Products Tanker 
69042,Active,In Service/Commission,Japan,2000,Liberia,45286,Chemical/Oil Products Tanker
74718,Active,In Service/Commission,South Korea,2006,Russian Federation,105784,Crude/Oil Products Tanker
79973,Active,In Service/Commission,South Korea,2009,Marshall Islands,115600,Crude/Oil Products Tanker
100708,Active,In Service/Commission,Japan,2018,Liberia,19994,Crude/Oil Products Tanker
100670,Active,In Service/Commission,South Korea,2017,Saudi Arabia,298855,Crude Oil Tanker
74864,Active,In Service/Commission,China,2006,Liberia,104955,Crude/Oil Products Tanker
114561,Active,In Service/Commission,China,2009,Malaysia,7301,Products Tanker 
113942,Active,In Service/Commission,South Korea,2021,Marshall Islands,50275,Products Tanker 
72748,Active,In Service/Commission,China,2003,Denmark,14804,Crude/Oil Products Tanker
73680,Active,In Service/Commission,South Korea,2005,Bangladesh,107091,Crude/Oil Products Tanker
75266,Active,In Service/Commission,South Korea,2006,Liberia,37273,Crude/Oil Products Tanker
76194,Active,In Service/Commission,Japan,2005,Singapore,10327,Crude/Oil Products Tanker
75576,Active,In Service/Commission,Croatia,2006,Gabon,46941,Chemical/Oil Products Tanker
117386,Active,In Service/Commission,South Korea,2022,Marshall Islands,49999,Products Tanker 
95330,Active,In Service/Commission,South Korea,2015,Singapore,49579,Crude/Oil Products Tanker
78865,Active,In Service/Commission,South Korea,2008,Marshall Islands,49999,Chemical/Oil Products Tanker
76276,Active,In Service/Commission,China,2006,Liberia,73869,Crude/Oil Products Tanker
75618,Active,In Service/Commission,India,2007,Barbados,30587,Bulk Carrier
76480,Active,In Service/Commission,Japan,2007,Indonesia,45980,Products Tanker 
90123,Active,In Service/Commission,,2011,United States of America,569,Crude/Oil Products Tanker
80459,Active,In Service/Commission,South Korea,2008,Marshall Islands,115462,Crude/Oil Products Tanker
76278,Active,In Service/Commission,Japan,2005,Malta,14246,Crude/Oil Products Tanker
114163,Active,In Service/Commission,Japan,2014,Japan,5526,Products Tanker 
76240,Active,In Service/Commission,South Korea,2007,Kuwait,69836,Crude/Oil Products Tanker
72842,Active,In Service/Commission,Japan,2003,Panama,26197,Chemical/Oil Products Tanker
100882,Active,In Service/Commission,China,2018,Hong Kong,72712,Crude Oil Tanker
80577,Active,In Service/Commission,South Korea,2009,Liberia,105291,Crude/Oil Products Tanker
76958,Active,In Service/Commission,South Korea,2006,Gabon,109716,Crude/Oil Products Tanker
114056,Active,In Service/Commission,China,2010,Malaysia,9950,Products Tanker 
117535,Active,In Service/Commission,China,2022,China,7461,Chemical/Oil Products Tanker
118419,Active,In Service/Commission,South Korea,2023,Greece,114545,Products Tanker 
79023,Active,In Service/Commission,South Korea,2009,Gabon,50923,Crude/Oil Products Tanker
88789,Active,In Service/Commission,China,2010,Portugal,19122,Crude/Oil Products Tanker
73726,Active,In Service/Commission,Russia,2006,Liberia,46697,Products Tanker 
79291,Active,In Service/Commission,South Korea,2009,Liberia,74999,Crude/Oil Products Tanker
79391,Active,In Service/Commission,South Korea,2008,Panama,50129,Crude/Oil Products Tanker
73748,Active,In Service/Commission,South Korea,2006,Italy,40157,Chemical/Oil Products Tanker
76448,Active,In Service/Commission,South Korea,2007,Saudi Arabia,317788,Crude Oil Tanker
79601,Active,In Service/Commission,South Korea,2008,Marshall Islands,25385,Crude/Oil Products Tanker
76342,Active,In Service/Commission,Japan,2005,Tuvalu,12825,Crude/Oil Products Tanker
79471,Active,In Service/Commission,South Korea,2009,Marshall Islands,49999,Chemical/Oil Products Tanker
80737,Active,In Service/Commission,South Korea,2009,Gabon,111682,Crude/Oil Products Tanker
88967,Active,In Service/Commission,South Korea,2012,Bahamas,157639,Crude/Oil Products Tanker
89285,Active,In Service/Commission,South Korea,2011,Liberia,49499,Crude/Oil Products Tanker
96802,Active,In Service/Commission,South Korea,2015,Marshall Islands,37596,Chemical/Oil Products Tanker
81149,Active,In Service/Commission,Japan,2010,Marshall Islands,107488,Crude/Oil Products Tanker
92077,Active,In Service/Commission,South Korea,2016,Marshall Islands,49996,Crude/Oil Products Tanker
79991,Active,In Service/Commission,Japan,2010,Liberia,47377,Products Tanker 
79687,Active,In Service/Commission,South Korea,2008,Malta,51309,Crude/Oil Products Tanker
88656,Active,In Service/Commission,China,2012,Iran (Islamic Republic of),318021,Crude Oil Tanker
81199,Active,In Service/Commission,South Korea,2009,Russian Federation,158070,Crude/Oil Products Tanker
115122,Active,In Service/Commission,China,2011,China,8125,Chemical/Oil Products Tanker
81237,Active,In Service/Commission,South Korea,2009,Gabon,158097,Crude/Oil Products Tanker
96916,Active,In Service/Commission,China,2016,Marshall Islands,109999,Products Tanker 
101066,Active,In Service/Commission,Japan,2019,Singapore,50105,Crude/Oil Products Tanker
85060,Active,In Service/Commission,South Korea,2012,India,105258,Crude/Oil Products Tanker
89667,Active,In Service/Commission,Philippines,2012,Singapore,160095,Crude/Oil Products Tanker
114200,Active,In Service/Commission,Japan,2007,Panama,8895,Chemical/Oil Products Tanker
96978,Active,In Service/Commission,South Korea,2015,Marshall Islands,49990,Crude/Oil Products Tanker
86170,Active,In Service/Commission,Japan,2008,Liberia,19814,Crude/Oil Products Tanker
101102,Active,In Service/Commission,Japan,2017,Marshall Islands,19946,Crude/Oil Products Tanker
76518,Active,In Service/Commission,Russia,2010,Russian Federation,70053,Crude/Oil Products Tanker
86920,Active,In Service/Commission,South Korea,2011,Marshall Islands,158574,Crude/Oil Products Tanker
88236,Active,In Service/Commission,Japan,2010,Marshall Islands,48064,Products Tanker 
89039,Active,In Service/Commission,South Korea,2011,Liberia,74552,Crude/Oil Products Tanker
73660,Active,In Service/Commission,Japan,2003,Liberia,15472,Crude/Oil Products Tanker
76538,Active,In Service/Commission,Japan,2007,Panama,300433,Crude Oil Tanker
81071,Active,In Service/Commission,China,2010,Palau,112795,Crude/Oil Products Tanker
72136,Active,In Service/Commission,Japan,2004,Liberia,47094,Products Tanker 
115064,Active,In Service/Commission,Japan,2008,Japan,5500,Crude Oil Tanker
73684,Active,In Service/Commission,South Korea,2005,Marshall Islands,114880,Crude/Oil Products Tanker
89607,Active,In Service/Commission,South Korea,2012,Norway,158982,Crude/Oil Products Tanker
81721,Active,In Service/Commission,South Korea,2011,Malta,317441,Crude Oil Tanker
114098,Active,In Service/Commission,China,2006,Antigua and Barbuda,6864,Chemical/Oil Products Tanker
116983,Active,In Service/Commission,,1988,St.Kitts and Nevis,1266,Asphalt/Bitumen Tanker
90891,Active,In Service/Commission,South Korea,2013,Liberia,319063,Crude Oil Tanker
114661,Active,In Service/Commission,Turkey,2007,Malta,6064,Chemical/Oil Products Tanker
80011,Active,In Service/Commission,South Korea,2010,Greece,158267,Crude/Oil Products Tanker
76788,Active,In Service/Commission,South Korea,2007,Panama,12945,Crude/Oil Products Tanker
